per,normcjl,normcje,jc,normccl
0.004642118,-0.788501249,-0.59,-74.5701,-0.743847896
0.004095158,-0.760409771,-0.57,-69.8385,-0.742904401
-0.002629108,-0.777653467,-0.58,-44.6262,-0.749678214
0.001220084,-0.768535887,-0.58,-59.839,-0.747767031
0.008854763,-0.784574274,-0.59,-57.5235,-0.763104879
0.000185615,-0.811324359,-0.61,-58.1868,-0.796852984
-0.001519474,-0.815154132,-0.61,-47.4878,-0.814997127
-0.007635977,-0.763461924,-0.57,-48.5822,-0.831375239
0.002995133,-0.806133754,-0.6,-37.5165,-0.876977517
0.011658391,-0.768069316,-0.58,-23.2964,-0.921104072
-0.002009274,-0.811654847,-0.61,-23.4846,-0.983132846
-0.000587653,-0.798707495,-0.6,-19.6616,-1.060112395
0.010552072,-0.819158869,-0.61,-4.3407,-1.193991974
-0.01975039,-0.729674389,-0.55,-73.2463,-0.770822188
-0.001026918,-0.786829368,-0.59,-71.3416,-0.765233792
0.004592708,-0.804850683,-0.6,-70.9458,-0.760637276
0.00046665,-0.770907624,-0.58,-70.9928,-0.747452532
0.004,-0.726466712,-0.55,-62.1874,-0.741936713
0.014001654,-0.741863563,-0.56,-18.815,-0.757564868
-0.005246428,-0.772443421,-0.58,-35.4326,-0.766588555
-0.002288471,-0.797560507,-0.6,-31.4902,-0.773652674
-0.004469551,-0.751175548,-0.56,-36.943,-0.764677372
-0.013728324,-0.727283211,-0.55,-9.3437,-0.779628145
0.000564246,-0.792019974,-0.6,-21.4479,-0.802417188
0.025662986,-0.740599933,-0.55,-1.3665,-0.819883949
0.000581395,-0.802828874,-0.6,-23.6526,-0.837229749
0.003386211,-0.799776721,-0.6,-22.726,-0.841027923
-0.001741522,-0.829695603,-0.62,-20.5441,-0.84983388
0.008209385,-0.751797643,-0.56,-26.9661,-0.837447479
-0.005125233,-0.779189264,-0.58,-20.6761,-0.862897663
0.005900151,-0.789725998,-0.59,-5.7042,-0.872090695
-0.013161932,-0.753158476,-0.56,-9.3624,-0.88517867
-0.012105786,-0.755063642,-0.57,-13.398,-0.927200503
-0.003114198,-0.779733597,-0.58,3.9886,-0.989180894
-0.014653515,-0.744254741,-0.56,-4.0465,-1.067950664
0.00031507,-0.82172501,-0.62,0.0268,-1.202289895
-0.01239577,-0.750689536,-0.57,-40.5128,-0.880920844
-0.025473119,-0.745712776,-0.57,-30.1049,-0.845164787
-0.002513055,-0.761984449,-0.58,-32.4612,-0.856341579
0.001302507,-0.786615523,-0.6,-34.3981,-0.866695836
0.001233766,-0.715385644,-0.55,-32.3044,-0.844511598
0.002556469,-0.785896226,-0.6,-31.4624,-0.878477433
0.000777202,-0.827557151,-0.62,-40.115,-0.889775186
-0.001851792,-0.797482745,-0.6,-41.2779,-0.883702946
-0.00558495,-0.754927558,-0.57,-52.7053,-0.876058214
-0.014724818,-0.742641182,-0.57,-31.8828,-0.874703451
-0.021508267,-0.741396992,-0.57,-24.3395,-0.866792605
-0.000567897,-0.717932346,-0.55,-25.0016,-0.886339895
-0.023005032,-0.714646906,-0.55,-43.641,-0.893742705
-0.01029654,-0.678895884,-0.53,-45.4391,-0.901605166
0.000652114,-0.731832281,-0.57,-36.5832,-0.942199661
0.009563027,-0.762528782,-0.59,-16.7075,-0.989108317
0.022163799,-0.727788663,-0.56,-4.9344,-1.048911411
0.004784053,-0.807844515,-0.61,-7.6504,-1.130826166
-0.010268112,-0.842604074,-0.64,-16.0998,-1.217337437
-0.009537338,-0.747268014,-0.57,-61.3772,-0.699939072
-0.015063652,-0.703293672,-0.55,-60.2127,-0.670690714
-0.01973408,-0.686147179,-0.54,-48.8759,-0.66744896
0.003646466,-0.621818666,-0.5,-40.2499,-0.643934152
0.011186452,-0.618299941,-0.49,-40.2006,-0.647853287
-0.000481546,-0.710292241,-0.55,-22.3338,-0.680512743
-0.007345044,-0.68744969,-0.54,-51.5042,-0.689802544
-0.021139933,-0.699599983,-0.55,-42.9994,-0.693794255
0.010185636,-0.655742285,-0.52,-19.3174,-0.68501249
0.003290043,-0.699580543,-0.55,-40.8022,-0.710873941
0.00182532,-0.702924303,-0.55,-34.3232,-0.720841124
0.026310484,-0.635621399,-0.5,-3.0153,-0.758750285
-0.000841751,-0.732512697,-0.56,-18.977,-0.798739975
0.005163973,-0.700746971,-0.54,-4.8741,-0.818940454
-0.012988338,-0.700533126,-0.54,-20.6551,-0.886073781
0.010309971,-0.690715689,-0.54,-24.6566,-0.942828658
-0.001846691,-0.752983511,-0.58,-9.8314,-1.045451928
0.007955529,-0.78360225,-0.6,-12.7651,-1.187024623
-0.009030482,-0.7707521,-0.59,-55.3996,-0.804279987
0.007192807,-0.71604662,-0.55,-51.4115,-0.765499906
0.005506352,-0.745557252,-0.57,-37.5046,-0.769443233
0.002154458,-0.720031916,-0.55,-44.1925,-0.773870404
-0.01110214,-0.705918136,-0.54,-47.5352,-0.780982908
-0.004535376,-0.66260477,-0.52,-57.1137,-0.771306032
0.025173354,-0.673958004,-0.52,-25.8406,-0.77747504
-0.001352912,-0.745187883,-0.57,-52.1658,-0.789135676
-0.00327381,-0.764297865,-0.58,-38.2112,-0.795377261
0.005432635,-0.736264708,-0.56,-42.5932,-0.789595327
0.004100243,-0.761284592,-0.58,-40.9556,-0.815577739
0.00699642,-0.766494638,-0.58,-31.3953,-0.819206568
-0.003595359,-0.765308769,-0.58,-27.8527,-0.826899684
0.007757977,-0.769605113,-0.58,-32.5641,-0.825883612
-0.001854744,-0.742232932,-0.56,-55.2535,-0.830988164
0.004560745,-0.789725998,-0.6,-42.8108,-0.842358493
-0.003438767,-0.766280792,-0.58,-41.5568,-0.847874313
-0.011164953,-0.739938957,-0.56,-20.5942,-0.859897831
-0.005258488,-0.683775441,-0.53,-47.5922,-0.850317724
0.005271602,-0.71602718,-0.55,-41.7337,-0.888347846
-0.002034989,-0.770032803,-0.59,-35.3397,-0.90949182
-0.04559187,-0.697480972,-0.54,-50.8592,-0.924660323
0.004543143,-0.712819502,-0.55,-39.4342,-0.990100197
0.023735331,-0.736925684,-0.57,-26.1582,-1.074361595
0.007869608,-0.820072571,-0.62,-25.2835,-1.200281943
-0.005296961,-0.77158804,-0.59,-84.9083,-0.929789068
0.006541964,-0.733659685,-0.56,-83.3282,-0.884065829
-0.001545748,-0.735428768,-0.56,-72.3984,-0.886315702
0.002240527,-0.749989679,-0.57,-76.7028,-0.881114382
0.01115933,-0.707570576,-0.54,-54.6207,-0.863623428
0.008019142,-0.749095418,-0.57,-30.2633,-0.873832532
0.013278856,-0.764161781,-0.58,-32.4004,-0.870082743
-0.002400922,-0.778975419,-0.59,-38.9362,-0.879372544
-0.002570116,-0.748745489,-0.57,-26.4627,-0.866720029
0.001122911,-0.748434442,-0.57,-28.1676,-0.875646947
-0.009312553,-0.744390824,-0.56,-39.9151,-0.877219439
0.01,-0.767699947,-0.58,-23.4209,-0.894420086
0.000350754,-0.770402172,-0.58,-31.516,-0.897081227
0.008452845,-0.793769616,-0.6,-22.622,-0.911838463
-0.01081427,-0.744002015,-0.56,-38.2174,-0.911886847
-0.018471462,-0.700785852,-0.53,-21.9903,-0.911959424
0.020711377,-0.747462418,-0.57,-6.2418,-0.972391514
0.00228833,-0.779558633,-0.59,-21.9608,-1.021985503
0.003613541,-0.780005764,-0.59,-9.1986,-1.094320151
0.008702755,-0.813462811,-0.61,-0.234,-1.21141035
-0.01221646,-0.74378817,-0.56,-61.1557,-0.722970036
0.011102724,-0.780200168,-0.59,-44.9803,-0.711381977
-0.004229798,-0.779966883,-0.59,-39.9814,-0.710680404
-0.007223318,-0.743943693,-0.56,-37.5819,-0.69418133
-0.006689498,-0.760040402,-0.57,-29.99,-0.697882735
0.011663927,-0.729421663,-0.55,-19.3305,-0.704148513
0.012995107,-0.723978332,-0.54,-6.7841,-0.695681246
-0.004976682,-0.78649888,-0.59,-18.3567,-0.732017915
0.006714748,-0.785857345,-0.59,-19.8636,-0.732598528
0.003186783,-0.788190201,-0.59,-6.2259,-0.745299428
0.009925558,-0.753819452,-0.56,2.0954,-0.742275404
0.004336805,-0.788229082,-0.59,-16.0804,-0.771233455
0.004475431,-0.78399106,-0.59,-2.6591,-0.77725731
0.00409488,-0.784924202,-0.59,-13.5176,-0.793949921
-0.00760375,-0.785837904,-0.59,-9.1963,-0.801497885
-0.001251297,-0.758387962,-0.57,-20.9826,-0.824746579
0.018193281,-0.743438241,-0.55,12.1724,-0.878622586
0.000902717,-0.725494688,-0.54,2.5882,-0.951320117
0.003801485,-0.762489901,-0.57,-2.7798,-1.048887219
0.000119735,-0.803936981,-0.6,9.2151,-1.173162498
0.007383505,-0.750456251,-0.56,8.9452,-0.829367287
-0.008150774,-0.756482796,-0.56,-35.4201,-0.828980212
0.008247608,-0.759048938,-0.56,-23.8724,-0.824698195
-0.011918843,-0.750806179,-0.56,-17.4456,-0.829560825
-0.009338355,-0.755121963,-0.56,-39.8096,-0.826972261
-0.015339709,-0.758912855,-0.57,-49.0441,-0.826391648
0.003022359,-0.782474703,-0.59,-35.7175,-0.842382686
0.013140244,-0.784943643,-0.59,-23.1401,-0.840761809
-0.002716728,-0.805161731,-0.6,-15.7915,-0.856172234
0.004819496,-0.792603188,-0.59,-5.0587,-0.854623934
0.016007899,-0.781230513,-0.58,5.829,-0.856002889
0.006401667,-0.795091568,-0.59,11.5188,-0.868703788
-0.005404756,-0.788306844,-0.59,-5.6696,-0.880945036
-0.001503714,-0.792175497,-0.59,-8.8957,-0.888105925
0.01365665,-0.785507416,-0.58,12.1836,-0.905717839
-0.015681288,-0.743924253,-0.55,-12.6056,-0.942489967
-0.00543099,-0.764064579,-0.57,-21.1428,-0.995688593
-0.009384361,-0.769546791,-0.57,-20.6369,-1.067805511
-0.009666,-0.808505491,-0.6,-4.3999,-1.194911277
0.00409507,-0.807436266,-0.6,-36.5637,-0.897540879
-0.000792586,-0.758096355,-0.57,-42.2042,-0.883920676
0.009424528,-0.737314493,-0.55,-48.092,-0.875840484
0.003654154,-0.744138098,-0.55,-49.3288,-0.882711066
-0.005423092,-0.782221977,-0.58,-29.4067,-0.895823233
-0.018243097,-0.723939451,-0.54,-43.5616,-0.881259535
0.006300326,-0.778975419,-0.58,-52.6054,-0.903032506
-0.003332819,-0.765289328,-0.57,-71.9545,-0.896210308
-0.009223602,-0.772540623,-0.58,-44.9258,-0.900589095
-0.01005973,-0.753216797,-0.57,-64.9799,-0.888178501
0.018749035,-0.767058411,-0.58,-36.0958,-0.914064144
0.006969176,-0.774542992,-0.58,-37.5363,-0.918273585
0.005503746,-0.772093493,-0.58,-20.6897,-0.921249225
0.00787831,-0.806347599,-0.6,-10.9517,-0.940699745
0.005982235,-0.792408783,-0.59,-21.6164,-0.95831166
0.004388338,-0.812024216,-0.61,-17.2054,-0.99653532
-0.009527855,-0.785993428,-0.59,-23.3136,-1.039500649
-0.010234411,-0.779247585,-0.58,-10.6563,-1.125286154
0.004209884,-0.838774302,-0.63,-2.3085,-1.228586805
-0.037510279,-0.737003446,-0.55,-38.3415,-0.747791223
0.005383749,-0.722423094,-0.55,-43.5702,-0.728340702
0.006419445,-0.742680063,-0.56,-38.352,-0.73383233
-0.005897854,-0.740191683,-0.56,-64.2419,-0.724034493
-0.027576431,-0.721451071,-0.55,-66.3116,-0.722945844
-0.006809057,-0.753916654,-0.57,-51.0287,-0.739517494
-0.02017601,-0.748551085,-0.57,-58.5522,-0.731243765
0.01501022,-0.742194051,-0.56,-36.9122,-0.736541855
0.001562201,-0.739219659,-0.56,-45.1684,-0.739590071
-0.014419355,-0.762587103,-0.58,-63.421,-0.76090339
0.010511228,-0.763753531,-0.58,-37.4072,-0.760782429
-0.007379127,-0.758154676,-0.57,-45.8206,-0.773144638
-0.023548704,-0.746315431,-0.57,-34.912,-0.770725419
0.006392694,-0.707570576,-0.54,-40.8031,-0.77670089
-0.001939004,-0.742893908,-0.57,-49.8702,-0.815964814
0.010949142,-0.740308326,-0.56,-29.1433,-0.847656583
0.014257009,-0.774504111,-0.59,-15.5656,-0.912757766
-0.005171195,-0.766222471,-0.58,-6.4115,-0.977496066
0.005546877,-0.769041339,-0.58,-3.641,-1.067732935
0.003532782,-0.812315823,-0.61,-0.0807,-1.19781434
-0.011761174,-0.782960715,-0.59,-38.1889,-0.855252931
0.011774142,-0.77862549,-0.59,-17.2416,-0.846205052
-0.011723824,-0.780880585,-0.59,-40.9628,-0.8472937
0.010470532,-0.732745983,-0.56,-11.4987,-0.831762314
-0.000160174,-0.819314392,-0.62,0.3153,-0.858349531
-0.011911717,-0.786012869,-0.59,-23.5907,-0.855011009
0.010161752,-0.778061717,-0.59,-0.7473,-0.848938769
-0.009323934,-0.795013806,-0.6,-16.9528,-0.861131633
0.006735417,-0.784282667,-0.59,1.7298,-0.854164282
0.010444529,-0.809049825,-0.61,29.9793,-0.869865013
0.013490938,-0.798357567,-0.6,12.7731,-0.870881085
0.006919007,-0.798046519,-0.6,-0.0533,-0.875138911
0.002216395,-0.827634913,-0.62,-10.735,-0.888783306
-0.00056243,-0.823532974,-0.62,-16.4537,-0.892073444
0.00404166,-0.816534405,-0.61,-13.1818,-0.89512166
0.000683761,-0.827809877,-0.62,-10.7462,-0.91224973
-0.00255986,-0.808136123,-0.61,0.6605,-0.914935063
0.004359198,-0.806464242,-0.61,-2.7401,-0.927974653
-0.004311692,-0.811479883,-0.61,1.8263,-0.958674542
-0.01944843,-0.788598451,-0.59,19.6241,-0.977060607
0.002768232,-0.787529225,-0.59,-15.5327,-1.044798738
-0.0048,-0.770246648,-0.58,-17.4599,-1.113359405
0.00232277,-0.83537222,-0.63,-1.2007,-1.218401893
0.010657468,-0.761265151,-0.57,0.9617,-0.931168023
-0.000630338,-0.814493156,-0.61,-9.1978,-0.935014581
0.010671493,-0.766397435,-0.58,15.3001,-0.90794352
-0.0046031,-0.79396402,-0.6,4.2835,-0.926402161
-0.000812881,-0.828859663,-0.62,13.3688,-0.935183926
-0.013402617,-0.784515952,-0.59,2.3164,-0.936901572
-0.000729834,-0.818322928,-0.62,-10.642,-0.959835768
-0.019461417,-0.778081157,-0.59,-2.7413,-0.95202169
-0.034673367,-0.753916654,-0.57,-14.7428,-0.936320959
-0.001002305,-0.746432073,-0.57,-18.6494,-0.949796009
-0.000501689,-0.805608862,-0.61,-18.4236,-0.977229952
-0.051417317,-0.737450577,-0.57,-17.4641,-0.9609728
-0.012431573,-0.721178904,-0.56,-48.3322,-0.964891935
0.010092222,-0.763986817,-0.59,-19.4797,-0.99842231
-0.04465843,-0.73799491,-0.58,-50.8974,-1.018695366
0.028263558,-0.783057917,-0.6,-38.0979,-1.083941702
0.003955336,-0.818945023,-0.63,-23.1505,-1.163388853
0.003001745,-0.874719729,-0.66,-24.8344,-1.239255561
0.015862661,-0.795227651,-0.61,-50.7272,-0.775878356
0.002811396,-0.78815132,-0.6,-64.2765,-0.769104542
0.029977018,-0.750397929,-0.58,-25.0795,-0.764725756
-0.002575423,-0.792525426,-0.6,-30.9573,-0.77979749
-0.001604439,-0.776098229,-0.59,-40.277,-0.77394298
0.010829014,-0.76616415,-0.58,-32.4247,-0.777402464
-0.001955196,-0.772423981,-0.59,-21.1354,-0.790683976
-0.000897129,-0.783777215,-0.6,-44.8983,-0.809384539
0.01606728,-0.765522614,-0.58,-33.7768,-0.811634412
-0.011042945,-0.761187389,-0.58,-55.4874,-0.835633065
0.008202907,-0.786868249,-0.6,-36.1142,-0.851478949
0.017100084,-0.768866375,-0.58,-8.1754,-0.878840316
0.012780062,-0.770868743,-0.58,-20.3776,-0.933587242
-0.006184906,-0.776992491,-0.59,-13.1457,-0.983302192
-0.012206573,-0.771821326,-0.58,-12.317,-1.061539734
-0.002948801,-0.781211073,-0.59,-8.1108,-1.184436059
-0.015423327,-0.770674338,-0.59,-73.4339,-0.921660492
0.001605715,-0.777614586,-0.59,-70.4984,-0.916531748
-0.01281457,-0.754752594,-0.57,-89.2042,-0.89744411
-0.006724749,-0.748103954,-0.57,-63.8276,-0.883944868
-0.064706298,-0.685991655,-0.54,-121.5523,-0.867034527
0.027711256,-0.726136224,-0.56,-56.9588,-0.87501795
0.029539097,-0.726175105,-0.56,-29.175,-0.864929807
-0.009095212,-0.723531201,-0.56,-58.1414,-0.841366614
0.015535595,-0.733640245,-0.56,-22.8572,-0.836770098
0.018488772,-0.770829862,-0.59,-13.7382,-0.839963467
-0.000691358,-0.772074052,-0.59,-46.9642,-0.831859083
-0.009197463,-0.7574937,-0.58,-36.3089,-0.830093053
-0.00538822,-0.767524982,-0.59,-41.6863,-0.831955852
0.000568391,-0.75829076,-0.58,-43.8493,-0.829633402
0.010284392,-0.735992541,-0.56,-15.7423,-0.837060404
0.005053675,-0.782824632,-0.6,-31.6126,-0.86430081
-0.005678422,-0.792039414,-0.6,-28.5346,-0.876493673
-0.001730449,-0.773979218,-0.59,-17.1867,-0.898073107
-0.002604775,-0.769391267,-0.59,-23.4053,-0.928627843
-0.014572011,-0.737703303,-0.57,-2.8571,-0.983036078
0.010485633,-0.71812675,-0.56,-19.6577,-1.061854232
0.005033333,-0.788812296,-0.6,-4.7334,-1.20478169
-0.02258098,-0.752050369,-0.58,-44.7205,-0.878719355
0.028546303,-0.750572893,-0.58,-43.9927,-0.884331943
-0.000710299,-0.798299245,-0.61,-46.422,-0.883920676
-0.018186828,-0.767913792,-0.59,-41.5766,-0.873106767
0.00475035,-0.760176485,-0.59,-8.7836,-0.869744052
-0.002436597,-0.78855957,-0.6,-27.5233,-0.874001878
0.013203449,-0.744954598,-0.58,-18.2058,-0.850172571
-0.00312872,-0.793789056,-0.61,-28.2944,-0.86408308
0.019963339,-0.785001964,-0.6,-18.1409,-0.858494684
0.004943105,-0.811946454,-0.62,-13.2143,-0.879711235
-0.001963068,-0.834361315,-0.63,-18.2329,-0.889726801
0.006063216,-0.815406858,-0.62,-4.1716,-0.894105588
-0.003504088,-0.806542004,-0.61,1.6576,-0.911136889
-0.004795439,-0.807397385,-0.61,-3.5541,-0.947473559
0.009601329,-0.78688769,-0.6,-0.5697,-0.993680641
0.00066527,-0.795111008,-0.6,8.5304,-1.083409474
-0.006426778,-0.812821276,-0.62,1.2215,-1.210103972
-0.000669434,-0.747715144,-0.57,-19.9497,-0.640498861
0.011149086,-0.768399804,-0.59,-44.7991,-0.647248482
0.004846686,-0.809321991,-0.61,-26.9069,-0.662537946
-0.010379814,-0.766825126,-0.59,-21.4472,-0.675601728
-0.004089294,-0.803528731,-0.61,-25.8209,-0.679327326
-0.01613672,-0.779636395,-0.6,-42.9978,-0.661739604
-0.002653783,-0.778839335,-0.6,-12.8627,-0.6577237
-0.012460307,-0.762509341,-0.59,-41.0456,-0.661231568
-0.030849784,-0.737236731,-0.57,-29.3881,-0.651578884
0.009271523,-0.760195926,-0.59,-16.4746,-0.669263375
-0.012111582,-0.777245217,-0.6,-21.1155,-0.674416311
0.005113737,-0.780491775,-0.6,-12.1486,-0.689173547
0.019098125,-0.76989672,-0.59,-8.8778,-0.703180825
0.001803802,-0.798726935,-0.61,-8.6575,-0.734703248
-0.004361479,-0.783796655,-0.6,-6.0176,-0.745275235
-0.011274874,-0.761653961,-0.59,-10.7031,-0.792909657
0.000957583,-0.752069809,-0.58,6.8434,-0.851769255
0.010972779,-0.737392255,-0.57,-6.5461,-0.93523231
-0.016419775,-0.757668665,-0.59,-4.0173,-1.040879604
-0.004218806,-0.788481808,-0.61,7.0686,-1.172944768
-0.084046423,-0.710136717,-0.57,-83.9095,-0.756766526
0.021702773,-0.72887733,-0.58,-56.1935,-0.75780679
-0.028782435,-0.702166125,-0.57,-79.2522,-0.737969194
0.017296705,-0.704187934,-0.57,-49.3228,-0.727300438
-0.013283487,-0.74547949,-0.59,-96.2333,-0.741622215
0.007183513,-0.705004434,-0.57,-65.2829,-0.712930277
-0.016996601,-0.69862796,-0.57,-108.4975,-0.723768379
-0.005352293,-0.712916705,-0.58,-47.9093,-0.713486698
0.033208624,-0.69491483,-0.56,-32.3643,-0.707898302
-0.017254902,-0.691940438,-0.56,-38.7826,-0.720962085
0.013724728,-0.667659292,-0.55,-53.1313,-0.693141066
-0.012506391,-0.710564408,-0.57,-35.9436,-0.715422073
-0.030771107,-0.666006852,-0.55,-62.5627,-0.709156296
-0.002425222,-0.628953318,-0.53,-48.6299,-0.70632581
0.025235849,-0.722345332,-0.58,-19.5507,-0.750791055
0.007624633,-0.737567219,-0.59,-21.5326,-0.764266104
-0.016371187,-0.669836625,-0.55,-27.3565,-0.772805947
0.0388537,-0.664723782,-0.55,5.8968,-0.80222365
0.003082258,-0.763014794,-0.6,-13.1855,-0.845503478
0.001154024,-0.739880635,-0.59,3.9998,-0.891565408
-0.000964432,-0.712566776,-0.57,-11.7969,-0.957392356
-0.002287176,-0.730102079,-0.58,2.5637,-1.069426388
-0.008868227,-0.789862081,-0.62,8.0729,-1.20400754
0.005791806,-0.694312176,-0.56,-30.0516,-0.816279313
0.007474475,-0.720867856,-0.58,-23.0038,-0.806795974
0.020607662,-0.709631265,-0.57,-5.641,-0.799151242
0.00049077,-0.781813727,-0.61,-10.8569,-0.834350879
-0.006233845,-0.763442484,-0.6,-11.8789,-0.81978718
-0.004435946,-0.753625047,-0.6,-19.2904,-0.821480634
-0.020504241,-0.737625541,-0.59,-44.751,-0.814610052
0.000969481,-0.760856902,-0.6,-31.3166,-0.817488922
-0.015173012,-0.697928103,-0.56,-30.5741,-0.810400611
-0.02874818,-0.651873631,-0.55,-49.612,-0.810110304
-0.008568734,-0.715852215,-0.58,-51.55,-0.835004068
-0.019558885,-0.690618486,-0.57,-19.2508,-0.837713593
0.025684723,-0.687838499,-0.57,-27.8718,-0.847414661
-0.012934053,-0.704479541,-0.58,-25.1694,-0.854478781
0.026079968,-0.66548196,-0.55,-27.7733,-0.866163608
0.003032237,-0.753955535,-0.6,-17.7148,-0.897831185
0.007292327,-0.697247686,-0.57,-8.8753,-0.923910366
-0.001905972,-0.729246699,-0.59,-1.0831,-0.998543271
-0.019853837,-0.722986868,-0.59,-6.8063,-1.070974688
-0.009895299,-0.767991554,-0.61,-17.3712,-1.205507456
-0.031236809,-0.689899189,-0.57,-65.0285,-0.501877613
0.007442094,-0.671625148,-0.56,-49.0512,-0.481314251
0.011772021,-0.680995454,-0.57,-66.9801,-0.482596437
-0.00715772,-0.727069366,-0.59,-31.0183,-0.511965756
0.007210642,-0.633016376,-0.54,-37.4651,-0.49312004
-0.004241693,-0.708309313,-0.58,-42.8887,-0.531246931
0.024577199,-0.696878318,-0.57,-28.6655,-0.532021081
0.000405121,-0.76204277,-0.61,-37.4072,-0.568599673
-0.003293888,-0.755666296,-0.6,-23.7607,-0.559721139
-0.01254643,-0.72102338,-0.59,-21.1214,-0.553503746
-0.013672283,-0.699599983,-0.58,-31.4237,-0.5502378
0.005768114,-0.701194102,-0.58,-19.273,-0.552657019
0.011116601,-0.702418851,-0.58,-32.6806,-0.556600346
-0.018975967,-0.726058462,-0.59,-30.0343,-0.583864944
-0.007340912,-0.701038578,-0.58,-25.5454,-0.578808777
-0.0009234,-0.649132525,-0.55,-26.7779,-0.575373486
-0.014901157,-0.716804798,-0.59,-20.6782,-0.611274696
0.002087594,-0.704498981,-0.58,-8.5032,-0.637378068
-0.002053476,-0.697306008,-0.58,-18.9743,-0.671803555
0.009241204,-0.650765525,-0.55,-3.2121,-0.688955817
-0.011430045,-0.708717563,-0.59,-15.6799,-0.735477398
-0.014643261,-0.713422157,-0.59,0.4099,-0.804473524
0.016668804,-0.637021113,-0.55,-4.1056,-0.892242789
0.011997296,-0.670653125,-0.56,-2.4934,-1.026799749
-0.001138376,-0.794702758,-0.63,10.1194,-1.181121729
0.000638404,-0.742388456,-0.6,0.6493,-0.748855679
0.003041667,-0.691046177,-0.57,-15.6306,-0.734485519
-0.008773034,-0.748298358,-0.6,9.2197,-0.74355759
0.011658784,-0.714160895,-0.59,19.6713,-0.738791728
-0.031838103,-0.730257603,-0.6,8.3071,-0.763782261
-0.007092199,-0.735176042,-0.6,-10.0939,-0.768040086
0.004311088,-0.700669209,-0.58,9.3123,-0.768112663
-0.087783571,-0.621857547,-0.55,-49.2208,-0.755460147
-0.00384327,-0.609629492,-0.55,-10.8353,-0.777644385
-0.021060693,-0.654984106,-0.57,-20.7532,-0.861397747
-0.022680714,-0.656578225,-0.58,0.7169,-0.920233153
0.00747464,-0.629555973,-0.57,-12.7832,-1.026848134
-0.023058614,-0.740250004,-0.62,14.7386,-1.189516418
0.052550028,-0.598004091,-0.54,-15.5445,-0.806384707
-0.020333681,-0.642503325,-0.57,-33.9561,-0.823343432
0.000855148,-0.642950456,-0.57,-35.6884,-0.813860094
0.002460956,-0.612176193,-0.56,-8.4208,-0.796078834
0,-0.656636546,-0.57,-34.1585,-0.812577908
-0.0093359,-0.688441154,-0.59,-6.5255,-0.810811878
0.013796066,-0.603622387,-0.55,-14.9424,-0.777281503
0.016274694,-0.63315246,-0.56,-20.5518,-0.787514799
0.00364486,-0.623121178,-0.55,-18.9837,-0.764459642
0.03264202,-0.576366849,-0.53,-1.9456,-0.766443402
-0.000225723,-0.623296142,-0.55,-10.6274,-0.800772119
0.005045954,-0.685972214,-0.58,1.1035,-0.819980718
-0.008978215,-0.616472537,-0.55,-26.736,-0.806699206
-0.008694061,-0.673452552,-0.58,-11.5286,-0.826270687
-0.002975645,-0.707570576,-0.59,0.1857,-0.846108283
0.025004457,-0.682200763,-0.58,5.5119,-0.864808846
0.019601838,-0.627806331,-0.55,7.4649,-0.901072938
-0.007116812,-0.671508505,-0.57,7.0911,-1.011365132
0.015367965,-0.748065073,-0.61,0.1859,-1.16854179
0.007186196,-0.589877975,-0.52,-11.2965,-0.270068049
0.000944328,-0.6257262,-0.54,-11.337,-0.267842368
-0.028053097,-0.554282476,-0.51,-17.4493,-0.31625094
0.002865835,-0.599034436,-0.53,-18.4747,-0.310057739
-0.000928587,-0.636107411,-0.55,-28.3264,-0.328105113
-0.047825886,-0.591608177,-0.53,-46.5644,-0.335072463
-0.009546318,-0.62158538,-0.55,-51.6619,-0.355393903
0.006905759,-0.647927216,-0.57,-43.4515,-0.351886035
0.016507503,-0.571876101,-0.53,-43.8569,-0.363740209
-0.021056537,-0.612817729,-0.55,-33.503,-0.385053528
0.002171804,-0.589469725,-0.54,-48.4511,-0.370755944
0.032781753,-0.50595347,-0.49,-43.1735,-0.366304581
0.009037346,-0.493453248,-0.48,-21.6104,-0.302896851
-0.008680089,-0.37335003,-0.42,-32.7021,-0.267624638
-0.021010893,-0.38744437,-0.43,-22.8884,-0.318137931
-0.000683995,-0.562019783,-0.52,-24.9593,-0.38198112
-0.012728866,-0.538127446,-0.51,-22.7122,-0.379731246
0.010074763,-0.512777075,-0.5,-8.3702,-0.400125262
0.002973604,-0.491995213,-0.49,-21.524,-0.427147938
0.011241027,-0.377626933,-0.43,-12.9572,-0.440356874
-0.024667406,-0.449167859,-0.46,-7.5025,-0.504224255
-0.003471258,-0.439389303,-0.46,-9.4465,-0.581107035
-0.005215124,-0.348816158,-0.42,-12.0675,-0.651965959
-0.015155092,-0.481652883,-0.49,-11.6991,-0.826440032
0.00412758,-0.566355008,-0.53,4.2386,-1.081062831
-0.012838802,-0.377043719,-0.44,-25.144,-0.39424656
0.018096357,-0.421251346,-0.46,-19.7218,-0.403657322
-0.012728833,-0.239327435,-0.38,-30.3124,-0.301469512
-0.003819527,-0.460618296,-0.48,-19.4053,-0.378618405
-0.013846526,-0.421115262,-0.46,-30.2702,-0.350894156
-0.007814775,-0.411550552,-0.46,-47.6363,-0.358103428
-0.008347979,-0.490128928,-0.5,-35.1567,-0.365723968
-0.003768414,-0.410909016,-0.46,-26.207,-0.338120679
0.027662912,-0.316408896,-0.42,-3.0786,-0.340418937
