time,val,per,base,buy,sell,avg,amount
150302,3.374,-0.001391068,4.96,3.3638,3.4191,3.3914,23971600
150303,3.4501,0.022554831,4.73,3.4008,3.4591,3.43,23971600
150304,3.4403,-0.002840497,4.73,3.4138,3.47,3.4419,23971600
150305,3.5196,0.023050315,4.74,3.5217,3.5779,3.5498,23971600
150306,3.6192,0.02829867,4.8,3.5696,3.62,3.5948,23971600
150309,3.6581,0.010748232,4.81,3.6404,3.6921,3.6663,23971600
150310,3.6973,0.010715945,4.8,3.6071,3.6634,3.6353,23971600
150311,3.5413,-0.042192952,4.67,3.4983,3.5612,3.5298,23971600
150312,3.5299,-0.003219157,4.85,3.4955,3.5615,3.5285,23971600
150313,3.5864,0.016006119,4.803,3.5655,3.6258,3.5957,23971600
150316,3.7104,0.034575061,4.75,3.7238,3.7725,3.7481,23971600
150318,3.6305,-0.021534066,4.62,3.6345,3.6838,3.6591,23971600
150319,3.5749,-0.015314695,4.48,3.5,3.5605,3.5302,23971600
150320,3.4371,-0.038546533,4.25,3.3913,3.4463,3.4188,23971600
150323,3.4325,-0.001338338,4.13,3.4142,3.4754,3.4448,23971600
150325,3.3817,-0.014799709,3.94,3.3817,3.4345,3.4081,23971600
150326,3.4574,0.022385191,3.88,3.485,3.545,3.515,23971600
150327,3.555,0.028229305,3.89,3.503,3.5616,3.5323,23971600
150330,3.5741,0.005372714,3.95,3.5383,3.5975,3.5679,23971600
150331,3.6076,0.009372989,4,3.5356,3.5963,3.5659,23971600
150401,3.4181,-0.052527996,3.8,3.3479,3.412,3.38,37718400
150402,3.3304,-0.025657529,3.67,3.2987,3.3605,3.3296,37718400
150403,3.2685,-0.018586356,3.42,3.2475,3.3066,3.2771,37718400
150407,3.1923,-0.023313447,3.27,3.1523,3.2083,3.1803,37718400
150408,3.1499,-0.01328196,3.12,3.1371,3.1942,3.1656,37718400
150409,3.0985,-0.016317978,3.09,3.0671,3.1291,3.0981,37718400
150410,3.0816,-0.005454252,3,3.0541,3.1129,3.0835,37718400
150414,3.0718,-0.003180166,3,3.0489,3.1081,3.0785,37718400
150415,3.0145,-0.018653558,3,2.983,3.0427,3.0128,37718400
150416,3.0017,-0.004246144,3.03,2.9811,3.0397,3.0104,37718400
150417,3.0078,0.002032182,2.93,2.98,3.0341,3.0071,37718400
150420,2.8205,-0.062271428,2.81,2.72,2.7871,2.7536,37718400
150421,2.645,-0.06222301,2.64,2.6198,2.6721,2.6459,37718400
150422,2.6742,0.011039698,2.61,2.6508,2.7088,2.6798,37718400
150423,2.7168,0.015929998,2.57,2.6746,2.7262,2.7004,37718400
150427,2.5758,-0.051899293,2.47,2.5272,2.6036,2.5654,37718400
150428,2.5477,-0.010909232,2.48,2.5141,2.5767,2.5454,37718400
150429,2.5886,0.016053695,2.51,2.5416,2.6163,2.5789,37718400
150430,2.9514,0.140152978,2.45,2.5058,2.5617,2.5338,37718400
150504,2.4932,-0.155248357,2.43,2.4748,2.5374,2.5061,33145900
150505,2.5279,0.013917857,2.52,2.5088,2.5654,2.5371,33145900
150506,2.5886,0.024012026,2.5,2.5614,2.6307,2.596,33145900
150507,2.5666,-0.008498802,2.4,2.5267,2.5914,2.5591,33145900
150508,2.5227,-0.01710434,2.37,2.4617,2.5338,2.4977,33145900
150511,2.4476,-0.029769691,2.35,2.4113,2.4706,2.4409,33145900
150512,2.3632,-0.034482759,2.16,2.3102,2.3755,2.3429,33145900
150513,2.2815,-0.034571767,2.09,2.2233,2.2932,2.2583,33145900
150514,2.2037,-0.034100373,2,2.178,2.2433,2.2107,33145900
150515,2.1962,-0.003403367,1.92,2.1771,2.2325,2.2048,33145900
150518,2.2463,0.02281213,2,2.233,2.3003,2.2667,33145900
150519,2.3114,0.028980991,1.91,2.2759,2.3463,2.3111,33145900
150520,2.2903,-0.009128667,1.98,2.2589,2.323,2.2909,33145900
150521,2.3142,0.010435314,1.99,2.2908,2.3538,2.3223,33145900
150522,2.3198,0.002419843,2.01,2.2696,2.3408,2.3052,33145900
150525,2.3403,0.008836969,2.0058,2.3288,2.3869,2.3578,33145900
150526,2.4014,0.026107764,1.97,2.369,2.4369,2.4029,33145900
150527,2.39,-0.004747231,2,2.3594,2.416,2.3877,33145900
150528,2.4235,0.014016736,2.03,2.4075,2.4596,2.4336,33145900
150529,2.4364,0.00532288,2.08,2.4042,2.4588,2.4315,33145900
150601,2.3967,0.011265823,2.01,2.3719,2.441,2.4064,24616000
150602,2.3726,-0.010055493,2.25,2.3425,2.4034,2.3729,24616000
150603,2.4093,0.015468263,2.22,2.3782,2.4375,2.4078,24616000
150604,2.4644,0.022869713,2.23,2.4229,2.4821,2.4525,24616000
150605,2.391,-0.029784126,2.06,2.35,2.407,2.3785,24616000
150608,2.3581,-0.013759933,2.06,2.3413,2.3859,2.3636,24616000
150609,2.3667,0.003647004,2.08,2.3456,2.4037,2.3746,24616000
150610,2.4053,0.016309629,2.12,2.3824,2.4489,2.4157,24616000
150611,2.436,0.012763481,2.1,2.395,2.455,2.425,24616000
150612,2.4419,0.002422003,2.22,2.3942,2.4592,2.4267,24616000
150615,2.4833,0.016954011,2.2402,2.48,2.5447,2.5124,24616000
150616,2.5146,0.012604196,2.3,2.4819,2.5481,2.515,24616000
150617,2.5533,0.015390122,2.41,2.5259,2.5875,2.5567,24616000
150618,2.5597,0.00250656,2.7,2.4963,2.5621,2.5292,24616000
150619,2.5455,-0.005547525,2.73,2.5091,2.5788,2.5439,24616000
150623,2.5901,0.017521116,2.86,2.5638,2.6288,2.5963,24616000
150624,2.6529,0.024246168,2.87,2.5822,2.6492,2.6157,24616000
150625,2.5234,-0.048814505,3.02,2.4884,2.5554,2.5219,24616000
150626,2.5086,-0.005865103,3,2.4828,2.5378,2.5103,24616000
150629,2.4329,-0.030176194,2.75,2.4081,2.4752,2.4417,24616000
150630,2.4792,0.019030786,2.56,2.3516,2.4159,2.3838,24616000
150701,2.4163,-0.025371087,2.75,2.41,2.4725,2.4413,28201400
150702,2.4659,0.020527252,2.87,2.4475,2.5113,2.4794,28201400
150703,2.5022,0.014720792,2.9,2.4463,2.5088,2.4775,28201400
150706,2.4231,-0.031612181,2.78,2.3875,2.4425,2.415,28201400
150707,2.412,-0.004580909,2.6,2.3666,2.4316,2.3991,28201400
150708,2.416,0.001658375,2.61,2.4238,2.4763,2.45,28201400
150709,2.4454,0.012168874,2.57,2.4241,2.4859,2.455,28201400
150710,2.4661,0.008464873,2.58,2.4288,2.4875,2.4581,28201400
150713,2.4745,0.003406188,2.58,2.4475,2.5097,2.4786,28201400
150714,2.549,0.030107092,2.55,2.5413,2.6016,2.5714,28201400
150715,2.5678,0.007375441,2.5,2.5253,2.5887,2.557,28201400
150716,2.4929,-0.029168938,2.5,2.473,2.5307,2.5019,28201400
150720,2.4666,-0.010549962,2.4,2.4433,2.497,2.4702,28201400
150721,2.5142,0.019297819,2.45,2.4911,2.547,2.5191,28201400
150722,2.5455,0.012449288,2.5,2.5225,2.5721,2.5473,28201400
150723,2.5518,0.002474956,2.56,2.5143,2.5727,2.5435,28201400
150724,2.541,-0.004232307,2.53,2.513,2.57,2.5415,28201400
150727,2.5475,0.002558048,2.52,2.514,2.569,2.5415,28201400
150729,2.491,-0.022178606,2.46,2.4692,2.5297,2.4994,28201400
150730,2.5085,0.007025291,2.48,2.4829,2.54,2.5114,28201400
150731,2.5444,0.014311341,2.47,2.5171,2.565,2.5411,28201400
150803,2.5162,-0.011083163,2.45,2.4938,2.55,2.5219,23793900
150804,2.5125,-0.001470471,2.43,2.4896,2.5479,2.5188,23793900
150805,2.4979,-0.005810945,2.41,2.4744,2.533,2.5037,23793900
150806,2.4643,-0.013451299,2.3,2.4313,2.4719,2.4516,23793900
150807,2.4724,0.003286937,2.44,2.4531,2.5013,2.4772,23793900
150810,2.4897,0.00699725,2.42,2.46,2.5179,2.4889,23793900
150811,2.5521,0.025063261,2.4,2.5159,2.5775,2.5467,23793900
150812,2.5554,0.001293053,2.44,2.5038,2.57,2.5369,23793900
150813,2.5373,-0.00708304,2.45,2.5125,2.5688,2.5406,23793900
150814,2.5636,0.010365349,2.48,2.5063,2.56,2.5331,23793900
150817,2.577,0.005227024,2.48,2.5425,2.6025,2.5725,23793900
150818,2.582,0.001940241,2.49,2.5429,2.6,2.5714,23793900
150820,2.5947,0.004918668,2.59,2.563,2.6256,2.5943,23793900
150824,2.5753,-0.00747678,2.53,2.5463,2.605,2.5756,23793900
150825,2.5686,-0.002601639,2.56,2.5406,2.6,2.5703,23793900
150827,2.4101,-0.061706766,2.33,2.385,2.4416,2.4133,23793900
150828,2.4231,0.005393967,2.38,2.3966,2.4559,2.4263,23793900
150831,2.5245,0.041847221,2.42,2.395,2.4438,2.4194,23793900
150901,2.42,-0.041394336,2.4,2.3959,2.4488,2.4223,38689900
150902,2.4395,0.008057851,2.48,2.4294,2.4729,2.4511,38689900
150906,2.4445,0.0020496,2.37,2.405,2.4613,2.4331,38689900
150908,2.4677,0.009490693,2.41,2.4397,2.4918,2.4658,38689900
150909,2.466,-0.000688901,2.38,2.4367,2.492,2.4644,38689900
150910,2.4755,0.003852393,2.43,2.445,2.4988,2.4719,38689900
150914,2.4451,-0.012280347,2.36,2.4263,2.4788,2.4525,38689900
150915,2.4572,0.004948673,2.37,2.4254,2.4813,2.4533,38689900
150917,2.4876,0.012371805,2.37,2.4414,2.4956,2.4685,38689900
150918,2.46,-0.011095031,2.4,2.4425,2.49,2.4663,38689900
150922,2.4752,0.006178862,2.37,2.4475,2.4938,2.4706,38689900
150923,2.4837,0.003434066,2.34,2.4471,2.4975,2.4723,38689900
150924,2.4797,-0.0016105,2.45,2.4497,2.4989,2.4743,38689900
150925,2.4742,-0.00221801,2.37,2.4463,2.495,2.4706,38689900
150928,2.4708,-0.001374182,2.35,2.4409,2.4988,2.4698,38689900
150929,2.4588,-0.004856727,2.51,2.4321,2.4879,2.46,38689900
150930,2.4642,0.002196193,2.36,2.435,2.49,2.4625,38689900
151008,2.4576,-0.002678354,2.37,2.435,2.49,2.4625,17518000
151009,2.4642,0.002685547,2.42,2.4363,2.4941,2.4652,17518000
151010,2.4576,-0.002678354,2.36,2.435,2.4925,2.4638,17518000
151012,2.434,-0.009602865,2.37,2.4225,2.4766,2.4496,17518000
151013,2.4298,-0.001725555,2.4,2.3975,2.4546,2.4261,17518000
151014,2.4007,-0.011976294,2.43,2.3841,2.4388,2.4114,17518000
151015,2.4302,0.012288083,2.41,2.3988,2.4516,2.4252,17518000
151016,2.4231,-0.00292157,2.4,2.4013,2.4575,2.4294,17518000
151019,2.4185,-0.001898395,2.4,2.3963,2.45,2.4231,17518000
151020,2.4032,-0.006326235,2.4,2.3875,2.4416,2.4146,17518000
151021,2.3982,-0.002080559,2.39,2.3788,2.4338,2.4063,17518000
151022,2.3962,-0.000833959,2.39,2.3775,2.4346,2.4061,17518000
151023,2.386,-0.00425674,2.4,2.3775,2.43,2.4038,17518000
151026,2.3045,-0.034157586,2.37,2.2825,2.3366,2.3096,17518000
151027,2.2681,-0.015795183,2.28,2.2475,2.3034,2.2754,17518000
151028,2.2783,0.004497156,2.3,2.27,2.32,2.295,17518000
151029,2.3116,0.014616161,2.34,2.2913,2.3463,2.3188,17518000
151030,2.3199,0.003590587,2.34,2.2941,2.3475,2.3208,17518000
151102,2.386,0.008154815,2.33,2.2989,2.3544,2.3267,18467100
151103,2.3476,-0.016093881,2.35,2.3209,2.3838,2.3523,18467100
151104,2.3752,0.011756688,2.35,2.3391,2.3975,2.3683,18467100
151105,2.3667,-0.003578646,2.31,2.3258,2.3887,2.3573,18467100
151106,2.356,-0.004521063,2.32,2.3275,2.3838,2.3556,18467100
151109,2.398,0.017826825,2.3,2.3725,2.4325,2.4025,18467100
151110,2.4036,0.002335279,2.31,2.3741,2.4322,2.4032,18467100
151111,2.3895,-0.005866201,2.3,2.3638,2.4188,2.3913,18467100
151112,2.4022,0.005314919,2.32,2.375,2.4263,2.4006,18467100
151113,2.3937,-0.003538423,2.3,2.3713,2.4288,2.4,18467100
151116,2.3989,0.002172369,2.3,2.3697,2.4313,2.4005,18467100
151117,2.3976,-0.000541915,2.33,2.3686,2.4259,2.3972,18467100
151118,2.4073,0.004045712,2.3,2.3725,2.435,2.4038,18467100
151119,2.405,-0.000955427,2.32,2.3746,2.4346,2.4046,18467100
151120,2.3764,-0.011891892,2.29,2.3425,2.3913,2.3669,18467100
151123,2.3824,0.002524827,2.3,2.3539,2.4097,2.3818,18467100
151124,2.3748,-0.00319006,2.3,2.351,2.4053,2.3782,18467100
151125,2.3782,0.0014317,2.33,2.3529,2.4025,2.3777,18467100
151126,2.3732,-0.00210243,2.38,2.3463,2.4025,2.3744,18467100
151127,2.3743,0.000463509,2.37,2.3475,2.3988,2.3731,18467100
151130,2.3832,0.003748473,2.32,2.3475,2.3988,2.3731,18467100
151201,2.3603,-0.009608929,2.38,2.3413,2.3929,2.3671,27616800
151202,2.3537,-0.002796255,2.38,2.3284,2.3841,2.3563,27616800
151203,2.4044,0.021540553,2.35,2.2991,2.3584,2.3288,27616800
151204,2.3088,-0.039760439,2.36,2.2975,2.3479,2.3227,27616800
151207,2.3168,0.003465003,2.35,2.2938,2.3521,2.3229,27616800
151208,2.3082,-0.003712017,2.36,2.2975,2.3441,2.3208,27616800
151209,2.3086,0.000173295,2.35,2.2925,2.3429,2.3177,27616800
151210,2.3083,-0.000129949,2.4,2.2938,2.3441,2.3189,27616800
151211,2.3079,-0.000173288,2.37,2.2913,2.3416,2.3164,27616800
151214,2.3256,0.00766931,2.4,2.305,2.3563,2.3306,27616800
151215,2.3311,0.002364981,2.41,2.305,2.3613,2.3331,27616800
151216,2.3323,0.000514778,2.4,2.3013,2.3571,2.3292,27616800
151217,2.3278,-0.001929426,2.43,2.305,2.3563,2.3306,27616800
151218,2.3195,-0.003565598,2.45,2.2938,2.3413,2.3175,27616800
151222,2.3106,-0.003837034,2.41,2.2888,2.3413,2.315,27616800
151223,2.3182,0.003289189,2.4,2.2913,2.3425,2.3169,27616800
151225,2.2946,-0.010180312,2.35,2.2694,2.3254,2.2974,27616800
151228,2.2915,-0.001350998,2.4,2.2746,2.3354,2.305,27616800
151229,2.2964,0.002138337,2.5,2.285,2.3319,2.3084,27616800
151230,2.3198,0.010189862,2.5,2.2925,2.3463,2.3194,27616800
151231,2.3343,0.006250539,2.4,2.2909,2.345,2.3179,27616800
160104,2.3439,0.004112582,2.4,2.3103,2.3683,2.3393,23979900
160105,2.3442,0.000127992,2.45,2.3175,2.3663,2.3419,23979900
160106,2.3374,-0.002900776,2.5,2.3075,2.3588,2.3331,23979900
160108,2.2815,-0.023915462,2.35,2.255,2.315,2.285,23979900
160111,2.2607,-0.009116809,2.4,2.2344,2.2873,2.2608,23979900
160112,2.2412,-0.008625647,2.36,2.2044,2.2608,2.2326,23979900
160113,2.2232,-0.008031412,2.39,2.1978,2.253,2.2254,23979900
160114,2.2321,0.004003239,2.4,2.2159,2.265,2.2404,23979900
160115,2.2473,0.006809731,2.4,2.2213,2.2725,2.2469,23979900
160118,2.2703,0.010234504,2.35,2.2429,2.2979,2.2704,23979900
160119,2.2758,0.002422587,2.44,2.2494,2.305,2.2772,23979900
160120,2.3041,0.012435188,2.45,2.2694,2.3238,2.2966,23979900
160121,2.3002,-0.001692635,2.5,2.2738,2.33,2.3019,23979900
160125,2.3331,0.014303104,2.38,2.3096,2.3638,2.3367,23979900
160126,2.3193,-0.005914877,2.45,2.3,2.35,2.325,23979900
160127,2.3527,0.014400897,2.4,2.3291,2.3781,2.3536,23979900
160128,2.3468,-0.002507757,2.4,2.3238,2.3688,2.3463,23979900
160129,2.2994,-0.020197716,2.3,2.2622,2.3216,2.2919,23979900
160201,2.2958,-0.000696439,2.42,2.2678,2.3233,2.2956,36678100
160202,2.322,0.011412144,2.42,2.3075,2.3588,2.3331,36678100
160203,2.3362,0.006115418,2.39,2.3025,2.3475,2.325,36678100
160204,2.31,-0.011214793,2.44,2.285,2.335,2.31,36678100
160205,2.2917,-0.007922078,2.36,2.2781,2.3296,2.3039,36678100
160214,2.2893,-0.001047257,2.27,2.2694,2.3163,2.2928,36678100
160215,2.2955,0.002708251,2.36,2.27,2.3204,2.2952,36678100
160216,2.3084,0.005619691,2.42,2.2879,2.3375,2.3127,36678100
160217,2.3263,0.007754289,2.37,2.3004,2.3513,2.3258,36678100
160218,2.3093,-0.007307742,2.35,2.275,2.33,2.3025,36678100
160219,2.2925,-0.007274932,2.32,2.2775,2.325,2.3013,36678100
160222,2.3033,0.004711014,2.31,2.2788,2.3275,2.3031,36678100
160223,2.3024,-0.000390744,2.32,2.28,2.33,2.305,36678100
160224,2.3159,0.005863447,2.41,2.295,2.3413,2.3181,36678100
160225,2.3228,0.002979403,2.3,2.2948,2.3467,2.3207,36678100
160226,2.3196,-0.001377648,2.32,2.2875,2.3388,2.3131,36678100
160229,2.3137,-0.002543542,2.4,2.2925,2.3375,2.315,36678100
160301,2.2798,-0.014651856,2.4,2.2663,2.3163,2.2913,19509700
160302,2.2972,0.007632248,2.34,2.2788,2.3291,2.3039,19509700
160303,2.3034,0.002698938,2.3,2.2791,2.3316,2.3054,19509700
160304,2.3014,-0.000868282,2.3,2.2794,2.3303,2.3049,19509700
160307,2.3099,0.003693404,2.33,2.2813,2.33,2.3056,19509700
160308,2.3101,8.66E-05,2.33,2.284,2.3363,2.3101,19509700
160309,2.3033,-0.002943596,2.31,2.2713,2.3275,2.2994,19509700
160310,2.2928,-0.004558677,2.32,2.2688,2.3213,2.295,19509700
160311,2.2913,-0.000654222,2.3,2.2589,2.3119,2.2854,19509700
160314,2.2858,-0.002400384,2.31,2.26,2.31,2.285,19509700
160315,2.2883,0.001093709,2.33,2.2625,2.31,2.2863,19509700
160316,2.2918,0.00152952,2.34,2.25,2.3004,2.2752,19509700
160317,2.2762,-0.006806877,2.32,2.2489,2.3033,2.2761,19509700
160318,2.279,0.00123012,2.31,2.25,2.3,2.275,19509700
160321,2.2854,0.002808249,2.38,2.2588,2.3063,2.2825,19509700
160322,2.2907,0.002319069,2.38,2.2625,2.3075,2.285,19509700
160323,2.2888,-0.000829441,2.49,2.2613,2.3116,2.2864,19509700
160324,2.2931,0.001878714,2.38,2.261,2.312,2.2865,19509700
160325,2.2978,0.002049627,2.35,2.2619,2.3222,2.2921,19509700
160328,2.3136,0.006876142,2.4,2.2829,2.3363,2.3096,19509700
160329,2.3159,0.000994122,2.28,2.283,2.334,2.3085,19509700
160330,2.3117,-0.00181355,2.4,2.2834,2.3338,2.3086,19509700
160331,2.3098,-0.000821906,2.3,2.2888,2.3325,2.3106,19509700
160401,2.3092,-0.000259763,2.45,2.2859,2.3366,2.3113,18299600
160405,2.3197,0.004547029,2.36,2.2888,2.3413,2.315,18299600
160406,2.3244,0.002026124,2.35,2.2971,2.3446,2.3209,18299600
160407,2.3431,0.008045087,2.36,2.3159,2.3663,2.3411,18299600
160408,2.365,0.009346592,2.35,2.315,2.3638,2.3394,18299600
160411,2.35,-0.006342495,2.35,2.3163,2.3633,2.3398,18299600
160412,2.3608,0.004595745,2.38,2.3266,2.3775,2.3521,18299600
160413,2.3985,0.015969163,2.5,2.3766,2.4238,2.4002,18299600
160414,2.4144,0.006629143,2.44,2.3996,2.4513,2.4254,18299600
160415,2.4159,0.000621272,2.41,2.3775,2.4238,2.4006,18299600
160418,2.405,-0.004511776,2.35,2.3746,2.435,2.4048,18299600
160419,2.4193,0.005945946,2.3533,2.3913,2.4475,2.4194,18299600
160420,2.4786,0.024511222,2.4,2.4479,2.5075,2.4777,18299600
160421,2.5124,0.01363673,2.4,2.4688,2.5213,2.495,18299600
160422,2.5112,-0.000477631,2.55,2.4913,2.5463,2.5188,18299600
160425,2.6231,0.04456037,2.45,2.5979,2.65,2.6239,18299600
160426,2.6219,-0.000457474,2.4,2.5775,2.6341,2.6058,18299600
160427,2.5955,-0.010069034,2.7,2.5884,2.6425,2.6154,18299600
160428,2.6466,0.019687921,2.6,2.6196,2.6575,2.6386,18299600
160429,2.6833,0.013866848,2.5,2.6425,2.6913,2.6669,18299600
160503,2.547,0.017050673,2.37,2.5088,2.5616,2.5352,31711400
160504,2.5099,-0.014566156,2.45,2.4925,2.5404,2.5164,31711400
160505,2.5135,0.00143432,2.4,2.4963,2.5421,2.5192,31711400
160509,2.4911,-0.012369663,2.4,2.4638,2.5206,2.4922,31711400
160510,2.4937,0.001043716,2.4,2.4734,2.5231,2.4983,31711400
160511,2.5214,0.011107992,2.4,2.4933,2.5461,2.5197,31711400
160512,2.5171,-0.001705402,2.45,2.495,2.5369,2.5159,31711400
160513,2.5363,0.007627826,2.41,2.5063,2.56,2.5331,31711400
160516,2.5654,0.011473406,2.4,2.5438,2.5938,2.5688,31711400
160517,2.5694,0.001559211,2.35,2.5371,2.59,2.5636,31711400
160518,2.5936,0.009418541,2.41,2.5646,2.6175,2.5911,31711400
160519,2.6048,0.004318322,2.4,2.5725,2.6225,2.5975,31711400
160520,2.5857,-0.007332617,2.35,2.5525,2.6038,2.5781,31711400
160523,2.5885,0.001082879,2.33,2.5526,2.6033,2.5779,31711400
160524,2.5725,-0.006181186,2.3,2.5488,2.5988,2.5738,31711400
160525,2.5684,-0.00159378,2.42,2.5434,2.5945,2.569,31711400
160526,2.5946,0.010200903,2.5,2.5625,2.6088,2.5856,31711400
160527,2.5924,-0.000847915,2.5,2.5613,2.6088,2.585,31711400
160530,2.5983,0.002275883,2.5,2.5734,2.6188,2.5961,31711400
160531,2.5994,0.000423354,2.4,2.5675,2.6163,2.5919,31711400
160601,2.5987,-0.000269293,2.45,2.5659,2.6225,2.5942,24979600
160602,2.6067,0.003078462,2.34,2.5674,2.6234,2.5954,24979600
160603,2.6071,0.000153451,2.35,2.5643,2.6259,2.5951,24979600
160606,2.5941,-0.004986383,2.4,2.5665,2.615,2.5907,24979600
160607,2.586,-0.00312247,2.4,2.5609,2.6138,2.5873,24979600
160608,2.5913,0.002049497,2.45,2.5644,2.6144,2.5894,24979600
160612,2.581,-0.003974839,2.3,2.565,2.6088,2.5869,24979600
160613,2.5791,-0.000736149,2.35,2.5434,2.5975,2.5704,24979600
160614,2.5449,-0.01326044,2.32,2.5019,2.5522,2.5271,24979600
160615,2.5278,-0.006719321,2.35,2.5071,2.5513,2.5292,24979600
160616,2.5265,-0.000514281,2.35,2.49,2.5379,2.5139,24979600
160617,2.5153,-0.00443301,2.35,2.4963,2.5513,2.5238,24979600
160620,2.5272,0.004731046,2.31,2.5013,2.5488,2.525,24979600
160621,2.5299,0.001068376,2.31,2.5025,2.5491,2.5258,24979600
160622,2.5053,-0.009723704,2.37,2.4934,2.5466,2.52,24979600
160623,2.5052,-3.99E-05,2.4,2.4846,2.5338,2.5092,24979600
160624,2.4763,-0.011536005,2.37,2.4263,2.475,2.4506,24979600
160627,2.4338,-0.017162702,2.39,2.4079,2.4525,2.4302,24979600
160628,2.442,0.003369217,2.43,2.4213,2.47,2.4456,24979600
160629,2.4508,0.003603604,2.57,2.4025,2.4613,2.4319,24979600
160630,2.5264,0.03084707,2.7,2.4129,2.4563,2.4346,24979600
160701,2.4276,-0.03910703,2.4,2.3975,2.4475,2.4225,27078500
160704,2.4325,0.002018454,2.38,2.4066,2.4575,2.4321,27078500
160705,2.4419,0.003864337,2.35,2.4088,2.4538,2.4313,27078500
160706,2.4286,-0.005446578,2.35,2.4009,2.4488,2.4248,27078500
160707,2.4234,-0.002141151,2.42,2.4022,2.4474,2.4248,27078500
160708,2.4177,-0.002352067,2.4,2.395,2.44,2.4175,27078500
160711,2.4254,0.003184845,2.45,2.4059,2.4438,2.4248,27078500
160712,2.4362,0.004452874,2.35,2.4129,2.4538,2.4333,27078500
160713,2.4457,0.003899516,2.44,2.4137,2.4656,2.4396,27078500
160714,2.4462,0.00020444,2.4,2.4197,2.4705,2.4451,27078500
160715,2.4447,-0.000613196,2.42,2.4146,2.4588,2.4367,27078500
160718,2.4342,-0.004295006,2.35,2.4063,2.4513,2.4288,27078500
160719,2.4293,-0.002012982,2.37,2.4069,2.4538,2.4303,27078500
160720,2.422,-0.003004981,2.4,2.4063,2.45,2.4281,27078500
160721,2.4198,-0.00090834,2.4,2.3975,2.4488,2.4231,27078500
160722,2.4278,0.003306058,2.4,2.4,2.4475,2.4238,27078500
160725,2.4407,0.005313453,2.4,2.4154,2.4575,2.4364,27078500
160726,2.4427,0.000819437,2.6,2.4138,2.4588,2.4363,27078500
160727,2.4462,0.001432841,2.62,2.4184,2.465,2.4417,27078500
160728,2.4436,-0.001062873,2.6,2.4013,2.4575,2.4294,27078500
160729,2.441,-0.001064004,2.5,2.4125,2.455,2.4338,27078500
160801,2.438,0.001355403,2.4,2.4167,2.4611,2.4389,23222500
160802,2.4373,-0.000287121,2.37,2.4154,2.4588,2.4371,23222500
160803,2.4344,-0.001189841,2.35,2.4125,2.4613,2.4369,23222500
160804,2.4299,-0.001848505,2.4,2.3998,2.4596,2.4297,23222500
160805,2.4236,-0.002592699,2.4,2.4,2.4529,2.4264,23222500
160808,2.43,0.0026407,2.4,2.4038,2.45,2.4269,23222500
160809,2.4269,-0.00127572,2.4,2.405,2.4488,2.4269,23222500
160810,2.428,0.000453253,2.5,2.4041,2.455,2.4296,23222500
160811,2.4325,0.001853377,2.6,2.4096,2.4575,2.4336,23222500
160812,2.43,-0.001027749,2.5,2.4088,2.4538,2.4313,23222500
160815,2.4175,-0.005144033,2.5,2.395,2.44,2.4175,23222500
160816,2.4209,0.001406412,2.45,2.4038,2.445,2.4244,23222500
160817,2.47,0.020281713,2.5,2.4033,2.4467,2.425,23222500
160818,2.4278,-0.01708502,2.5,2.3975,2.45,2.4238,23222500
160819,2.4416,0.005684158,2.5,2.4134,2.46,2.4367,23222500
160822,2.4445,0.001187746,2.48,2.4238,2.4625,2.4431,23222500
160823,2.4684,0.009777051,2.4,2.4588,2.5013,2.48,23222500
160824,2.5152,0.01895965,2.6,2.4725,2.53,2.5013,23222500
160825,2.5261,0.004333651,2.6,2.4841,2.54,2.5121,23222500
160826,2.5243,-0.000712561,2.6,2.4879,2.5313,2.5096,23222500
160829,2.5256,0.000514994,2.44,2.4929,2.5363,2.5146,23222500
160830,2.5307,0.002019322,2.35,2.5016,2.545,2.5233,23222500
160831,2.5224,-0.003279725,2.35,2.4916,2.5363,2.5139,23222500
160901,2.5076,-0.005867428,2.4,2.4825,2.5275,2.505,29130500
160902,2.493,-0.0058223,2.4,2.4666,2.5113,2.4889,29130500
160905,2.5016,0.003449659,2.4,2.4759,2.5238,2.4998,29130500
160906,2.5035,0.000759514,2.36,2.4788,2.5225,2.5006,29130500
160907,2.5078,0.001717595,2.38,2.4784,2.5313,2.5048,29130500
160908,2.5077,-3.99E-05,2.32,2.4788,2.5388,2.5088,29130500
160909,2.4967,-0.00438649,2.3,2.4766,2.5296,2.5031,29130500
160912,2.5102,0.005407137,2.35,2.4809,2.5288,2.5048,29130500
160913,2.5059,-0.001713011,2.5,2.4825,2.5263,2.5044,29130500
160914,2.512,0.002434255,2.65,2.4891,2.5338,2.5114,29130500
160918,2.5183,0.002507962,2.4,2.485,2.52,2.5025,29130500
160919,2.5223,0.001588373,2.56,2.4846,2.53,2.5073,29130500
160920,2.5235,0.000475756,2.7,2.4896,2.5363,2.5129,29130500
160921,2.5516,0.011135328,2.74,2.505,2.5675,2.5363,29130500
160922,2.5376,-0.005486753,2.68,2.5046,2.54,2.5223,29130500
160923,2.5255,-0.004768285,2.4,2.495,2.5438,2.5194,29130500
160926,2.5266,0.000435557,2.44,2.4954,2.5488,2.5221,29130500
160927,2.5308,0.001662313,2.49,2.4996,2.55,2.5248,29130500
160928,2.5409,0.003990833,2.6,2.5038,2.55,2.5269,29130500
